Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-18,16.654,16.793,16.506,16.599,4108100,0.0,0.0
2024-06-20,16.562,16.775,16.506,16.71,3598600,0.0,0.0
2024-06-21,16.765,17.015,16.636,16.96,11588300,0.0,0.0
2024-06-24,16.969,17.099,16.747,16.756,5542100,0.0,0.0
2024-06-25,16.821,16.886,16.599,16.728,4663300,0.0,0.0
2024-06-26,16.599,16.719,16.377,16.525,8924100,0.0,0.0
2024-06-27,16.516,16.673,16.423,16.673,3896500,0.0,0.0
2024-06-28,16.804,16.86,16.654,16.823,11009600,0.2,0.0
2024-07-01,16.738,16.86,16.467,16.495,4540300,0.0,0.0
2024-07-02,16.542,16.579,16.402,16.514,5385200,0.0,0.0
2024-07-03,16.598,16.635,16.448,16.542,2580600,0.0,0.0
2024-07-05,16.476,16.504,16.271,16.355,7368800,0.0,0.0
2024-07-08,16.467,16.607,16.374,16.551,5499600,0.0,0.0
2024-07-09,16.439,16.617,16.355,16.411,3493500,0.0,0.0
2024-07-10,16.523,16.757,16.392,16.729,6151000,0.0,0.0
2024-07-11,17.057,17.094,16.617,16.71,6603200,0.0,0.0
2024-07-12,16.86,17.066,16.71,17.01,6089300,0.0,0.0
2024-07-15,17.066,17.253,17.01,17.131,6153500,0.0,0.0
2024-07-16,17.178,17.478,16.935,17.365,7090500,0.0,0.0
2024-07-17,17.272,17.721,17.244,17.646,6873500,0.0,0.0
2024-07-18,17.515,17.59,16.776,16.832,5291700,0.0,0.0
2024-07-19,16.645,16.841,16.514,16.71,6102100,0.0,0.0
2024-07-22,16.71,16.86,16.551,16.776,3806300,0.0,0.0
2024-07-23,16.766,17.113,16.729,16.776,5229400,0.0,0.0
2024-07-24,16.738,16.776,16.037,16.074,9876800,0.0,0.0
2024-07-25,16.093,16.402,15.934,16.083,6399200,0.0,0.0
2024-07-26,16.205,16.551,16.149,16.327,6411800,0.0,0.0
2024-07-29,16.374,16.738,16.317,16.561,7010600,0.0,0.0
2024-07-30,16.57,16.757,16.551,16.654,8358900,0.0,0.0
